v15.04    Планета: Уран  (INPOP13C)
          Спутник: U3 Титани  (Emelyanov,Nikonchuk(2013),DOI:10.1093/mnras/stt1851..)
                            - эфемериды на инт. 1787/02/12.0-2032/01/09.0
   Обсерватория N:  84 - Pulkovo
    Шкала времени: UTC
Средний экватор и равноденствие эпохи J2000.  ICRF. 
Координаты астрометрические 
Год  Месяц День       alpha (h)          delta (º)
2014 10 28.000000     0.8466080675       4.683303972  
2014 11  2.000000     0.8355821652       4.627590009  
2014 11  7.000000     0.8251785447       4.547219860  
2014 11 12.000000     0.8150723379       4.503999759  
2014 11 17.000000     0.8066673486       4.437895786  
2014 11 22.000000     0.7981852968       4.396840573  
2014 11 27.000000     0.7917678227       4.357446283  
2014 12  2.000000     0.7857201754       4.315834458  
2014 12  7.000000     0.7812226457       4.303914197  
2014 12 12.000000     0.7780810347       4.270161106  
2014 12 17.000000     0.7756533347       4.275723904  
2014 12 22.000000     0.7754258648       4.263821429  
2014 12 27.000000     0.7755192143       4.275464815  
2015  1  1.000000     0.7778790891       4.294361181  
2015  1  6.000000     0.7809198548       4.308816242  
2015  1 11.000000     0.7854918199       4.355480486  
2015  1 16.000000     0.7915863577       4.380249169  
2015  1 21.000000     0.7982858004       4.442308443  
2015  1 26.000000     0.8071204782       4.489171613  
2015  1 31.000000     0.8161102045       4.554311720  
2015  2  5.000000     0.8270559895       4.628866440  
2015  2 10.000000     0.8384804431       4.693796343  
2015  2 15.000000     0.8509849028       4.790157079  
2015  2 20.000000     0.8647254852       4.862119310  
2015  2 25.000000     0.8785493173       4.966415840  
2015  3  2.000000     0.8940629126       5.055566268  
2015  3  7.000000     0.9092135534       5.155539361  
2015  3 12.000000     0.9257444984       5.265247757  
2015  3 17.000000     0.9422763217       5.358692643  
2015  3 22.000000     0.9592141173       5.481206315  
2015  3 27.000000     0.9768863176       5.575754497  
2015  4  1.000000     0.9939339774       5.696559057  
2015  4  6.000000     1.0121136127       5.801657443  
2015  4 11.000000     1.0292986346       5.909598336  
2015  4 16.000000     1.0472173764       6.027174653  
2015  4 21.000000     1.0645841492       6.121644822  
2015  4 26.000000     1.0816195079       6.242615199  
2015  5  1.000000     1.0988803595       6.332212796  
2015  5  6.000000     1.1148061898       6.442148532  
2015  5 11.000000     1.1313381787       6.536185809  
2015  5 16.000000     1.1462661476       6.625423459  
2015  5 21.000000     1.1613023531       6.724639463  
2015  5 26.000000     1.1752948242       6.794479418  
2015  5 31.000000     1.1882818273       6.888843528  
2015  6  5.000000     1.2010954038       6.949325954  
2015  6 10.000000     1.2119544577       7.024878934  
2015  6 15.000000     1.2229895524       7.085302948  
2015  6 20.000000     1.2319331909       7.134075504  
2015  6 25.000000     1.2404759102       7.194153096  
2015  6 30.000000     1.2476760460       7.219860718  
2015  7  5.000000     1.2533546365       7.269094276  
2015  7 10.000000     1.2586557067       7.283429818  
2015  7 15.000000     1.2615799578       7.308586456  
2015  7 20.000000     1.2644477179       7.320946485  
2015  7 25.000000     1.2650319342       7.316381039  
2015  7 30.000000     1.2649550364       7.326025437  
2015  8  4.000000     1.2635699589       7.298387059  
2015  8  9.000000     1.2604423587       7.294725382  
2015  8 14.000000     1.2570588178       7.257556175  
2015  8 19.000000     1.2512823816       7.228792237  
2015  8 24.000000     1.2455847708       7.192121050  
2015  8 29.000000     1.2378947717       7.135800024  
2015  9  3.000000     1.2296786294       7.098779386  
2015  9  8.000000     1.2206580379       7.024762511  
2015  9 13.000000     1.2101484372       6.977199099  
2015  9 18.000000     1.1999775049       6.901086713  
2015  9 23.000000     1.1879589677       6.833485480  
2015  9 28.000000     1.1765938941       6.765859556  
2015 10  3.000000     1.1640574136       6.679057984  
2015 10  8.000000     1.1515569836       6.618680039  
2015 10 13.000000     1.1392218311       6.525273119  
2015 10 18.000000     1.1261188635       6.462489422  
2015 10 23.000000     1.1142979293       6.379237796  
2015 10 28.000000     1.1015697560       6.306362985  
2015 11  2.000000     1.0902893608       6.242909659  
2015 11  7.000000     1.0789186736       6.162778118  
2015 11 12.000000     1.0683221615       6.116372173  
2015 11 17.000000     1.0589520027       6.042683622  
2015 11 22.000000     1.0496009086       6.003021358  
2015 11 27.000000     1.0423662975       5.951311434  
2015 12  2.000000     1.0350678730       5.910821367  
2015 12  7.000000     1.0298037987       5.887773040  
2015 12 12.000000     1.0252860976       5.849684027  
2015 12 17.000000     1.0219808433       5.849684335  
2015 12 22.000000     1.0205395512       5.826662096  
2015 12 27.000000     1.0194827952       5.837458098  
